imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
8,HARRIS,FREAK,8.05565,9.98031,26,6,20,18.036,1.1089
9,HARRIS,FREAK,10.3422,10.1234,34,6,19,20.4656,0.928388

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,SHITOMASI,FREAK,7.80584,10.1126,125,4,NA,17.9185,
1,SHITOMASI,FREAK,7.63298,10.0257,118,4,73,17.6587,4.13395
2,SHITOMASI,FREAK,7.51249,10.5173,123,4,70,18.0298,3.88247
3,SHITOMASI,FREAK,7.60644,10.9598,120,4,65,18.5662,3.50098
4,SHITOMASI,FREAK,7.57836,10.3285,120,4,72,17.9069,4.0208
5,SHITOMASI,FREAK,7.55852,10.18,113,4,62,17.7385,3.49521
6,SHITOMASI,FREAK,7.78267,10.0814,114,4,62,17.8641,3.47065
7,SHITOMASI,FREAK,7.64833,10.2034,123,4,74,17.8517,4.14526
8,SHITOMASI,FREAK,8.4027,10.3818,111,4,73,18.7845,3.88617
9,SHITOMASI,FREAK,7.57265,10.823,112,4,71,18.3956,3.85962

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,SIFT,FREAK,75.1647,73.8132,138,4.98471,NA,148.978,
1,SIFT,FREAK,74.3133,57.509,132,5.0898,45,131.822,0.341369
2,SIFT,FREAK,74.0526,58.4563,124,4.93927,48,132.509,0.36224
3,SIFT,FREAK,75.2405,60.5355,137,4.73122,53,135.776,0.390349
4,SIFT,FREAK,74.9215,59.5815,134,4.71959,57,134.503,0.423782
5,SIFT,FREAK,75.433,58.8233,140,4.68397,53,134.256,0.394767
6,SIFT,FREAK,74.8789,59.274,137,5.40797,45,134.153,0.335438
7,SIFT,FREAK,75.2312,60.0346,148,4.62187,42,135.266,0.3105
8,SIFT,FREAK,76.5385,59.921,159,5.51997,64,136.46,0.469004
9,SIFT,FREAK,75.869,59.4488,137,5.6251,62,135.318,0.458181

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,FAST,FREAK,0.630338,14.9182,149,7,NA,15.5486,
1,FAST,FREAK,0.609949,14.5473,152,7,82,15.1572,5.40996
2,FAST,FREAK,0.587367,14.3409,150,7,84,14.9282,5.62692
